Timestamp,LengthUS,LatencyUS,State,EName
180.99100499999986,202081.99,222914.37899999876,done,
180.99100499999986,165014.08000000002,423215.8850000012,done,
180.99100499999986,187698.96,423094.82299999957,done,
180.99100499999986,195358.34,627363.8919999982,done,
180.99100499999986,190827.16,627924.5780000018,done,
258.7548590000006,182039.7,741771.1879999978,done,
258.7548590000006,168557.7,742372.7269999994,done,
258.7548590000006,190667.34,968035.3309999994,done,
258.7548590000006,217265.38,968141.3039999995,done,
258.7548590000006,185227.74000000002,968646.5479999988,done,
495.0652169999994,174527.16,962965.5479999997,done,
495.0652169999994,220743.85,962503.1270000015,done,
495.0652169999994,165709.94999999998,964136.970000002,done,
495.0652169999994,168233.13999999998,1164595.0310000011,done,
495.0652169999994,192269.4,1164230.4770000002,done,
1660.5042479999975,166827.27,174154.8090000009,done,
1660.5042479999975,163619.38,174781.9739999983,done,
1660.5042479999975,222710.82,412785.2460000021,done,
1660.5042479999975,162398.88,414258.2229999974,done,
1660.5042479999975,172113.48,413427.2760000002,done,
1685.2724369999996,166896.36,592794.351000002,done,
1685.2724369999996,182720.30000000002,591629.5389999995,done,
1685.2724369999996,167606.4,592562.190999999,done,
1685.2724369999996,193213.12,591871.5920000004,done,
1685.2724369999996,176456.3,782636.6699999986,done,
1693.715576999999,166847.72,775605.8659999993,done,
1693.715576999999,182764.19999999998,775727.7760000001,done,
1693.715576999999,163091.31,777135.543,done,
1693.715576999999,170799.01,1020830.3229999985,done,
1693.715576999999,224172.23,1020655.675999997,done,
1799.418158999997,167593.88999999998,915870.2479999973,done,
1799.418158999997,179075.09,915705.7200000018,done,
1942.422226999999,163733.41,971064.3650000001,done,
1799.418158999997,166831.4,1114279.9009999998,done,
1799.418158999997,179553.97,1112830.3779999982,done,
1799.418158999997,183812.09999999998,1112227.5130000005,done,
1942.422226999999,202908.52000000002,1177159.121999999,done,
1942.422226999999,167620.35,1178697.2579999997,done,
1942.422226999999,168781.81,1178286.0900000003,done,
1942.422226999999,167940.23,1178798.8160000006,done,
2275.539055000001,193859.09,1058781.2530000028,done,
2275.539055000001,174844.92,1059893.9549999996,done,
2275.539055000001,166228.15,1061002.7649999978,done,
2275.539055000001,173653.81,1060561.2190000003,done,
2275.539055000001,188789.66,1059815.265000001,done,
2664.789989000001,166817.6,868646.5559999981,done,
2664.789989000001,162629.76,869502.4460000021,done,
2664.789989000001,169146.15,867730.6310000006,done,
2664.789989000001,187123.95,866924.877999999,done,
2664.789989000001,167486.15000000002,868767.837,done,
2699.2810819999977,193611.07,1043133.7969999994,done,
2699.2810819999977,165548.81,1045659.9820000001,done,
2699.2810819999977,172840.56,1044859.5920000017,done,
2699.2810819999977,181278.61,1044246.5290000023,done,
2699.2810819999977,198889.90000000002,1043421.2989999985,done,
3099.284954999999,181342.88,835723.8470000005,done,
3099.284954999999,177157.90000000002,836732.6899999981,done,
3099.284954999999,170771.07,837783.0480000022,done,
3099.284954999999,160903.08,838585.8920000012,done,
3099.284954999999,171364.1,837516.4469999988,done,
3677.7585770000005,164459.47,493353.83900000097,done,
3677.7585770000005,160910.75,494185.8120000013,done,
3677.7585770000005,222415.71,492768.4350000021,done,
3677.7585770000005,182308.84,493207.6990000027,done,
3677.7585770000005,176899.77,493609.71200000134,done,
3690.130905000002,163537.58,679887.236999999,done,
3690.130905000002,160700.07,681051.4119999951,done,
3940.579400999999,181235.02,430283.7439999969,done,
3690.130905000002,185284.41,680105.9579999986,done,
3690.130905000002,162067.44,680845.0300000004,done,
3690.130905000002,187083.5,679825.711000003,done,
3940.579400999999,196827.59,650926.5559999981,done,
3940.579400999999,172064.96000000002,651937.9079999971,done,
3940.579400999999,205112.59999999998,651007.5119999996,done,
3940.579400999999,209412.80000000002,650694.5649999984,done,
4955.470171999998,169475.54,184820.65300000273,done,
4955.470171999998,185097.0,379901.0969999941,done,
4955.470171999998,174651.58,380400.9110000024,done,
4955.470171999998,170660.11000000002,380775.44399999396,done,
4955.470171999998,162220.34,381808.9790000059,done,
6667.257346999995,176844.06000000003,236395.83700000343,done,
6667.257346999995,230364.4,236088.91399999976,done,
6667.257346999995,161833.57,472475.28799999825,done,
6667.257346999995,184974.63999999998,472336.796999997,done,
6667.257346999995,161828.31999999998,473750.80700000183,done,
6701.225428999995,229938.22,438285.42800000036,done,
6701.225428999995,167316.1,440370.4160000004,done,
6701.225428999995,205176.24000000002,439604.9249999976,done,
6701.225428999995,200334.27,440144.152000002,done,
6701.225428999995,209104.35,651232.9469999969,done,
7624.376890000003,161006.97,168348.59200000096,done,
7624.376890000003,173505.81,386885.44700000447,done,
7624.376890000003,160510.2,387707.0540000034,done,
7624.376890000003,160211.41,388636.33200000436,done,
7684.297763999999,165495.65000000002,328073.5610000036,done,
7624.376890000003,178161.99,387194.5019999998,done,
7684.297763999999,160371.49,328816.7390000041,done,
7684.297763999999,215565.73,326353.76500000036,done,
7684.297763999999,186857.28,522289.7929999988,done,
7684.297763999999,165521.4,523189.8299999997,done,
8487.284220999998,165351.06,174970.61000000258,done,
8487.284220999998,167859.16,174801.3520000029,done,
8487.284220999998,173469.77000000002,365075.963999999,done,
8487.284220999998,172068.27000000002,365545.749000006,done,
8487.284220999998,187057.08000000002,365060.38599999616,done,
8706.293586000003,170633.4,379179.68,done,
8706.293586000003,164153.5,380337.68799999735,done,
8765.872571999997,184564.87999999998,318672.4440000006,done,
8706.293586000003,166858.37,380513.8959999965,done,
8765.872571999997,167586.62000000002,320217.6659999978,done,
8706.293586000003,228224.0,379629.92500000325,done,
8706.293586000003,177307.7,380099.4059999994,done,
8765.872571999997,162685.93000000002,321629.4369999986,done,
8765.872571999997,251539.38,574847.2170000057,done,
8765.872571999997,178823.4,576427.3619999969,done,
8950.756010000001,162485.21,393698.5180000008,done,
8950.756010000001,168525.53,393260.4809999987,done,
8950.756010000001,233912.17,392176.93700000213,done,
8950.756010000001,172775.41999999998,393324.2110000066,done,
8950.756010000001,200082.73,393085.31599999696,done,
9890.295445,165708.98,181538.16899999953,done,
9890.295445,173421.37,390800.86999999965,done,
9890.295445,180252.18000000002,390461.71100000036,done,
9890.295445,173482.53,391032.1100000047,done,
9890.295445,200126.34,390494.6730000063,done,
10153.349664999998,173400.83000000002,330665.493000005,done,
10153.349664999998,167276.3,331136.88999999623,done,
10153.349664999998,162152.3,332143.1370000028,done,
10153.349664999998,190917.31,330762.4210000029,done,
10153.349664999998,166642.14,331934.95100000093,done,
10303.701116,165250.67,384701.3740000023,done,
10303.701116,182256.1,384666.7090000011,done,
10303.701116,160186.28,386310.3440000017,done,
10303.701116,189696.96,384818.20499999484,done,
10303.701116,160237.14,386318.73499999614,done,
10553.886454999996,171103.0,415456.1670000021,done,
10553.886454999996,268465.58,415391.0730000021,done,
10553.886454999996,163933.91,416936.1289999998,done,
10553.886454999996,165841.98,416650.6989999945,done,
10553.886454999996,167207.2,416451.1040000036,done,
10672.419783000001,166626.11000000002,298910.5500000022,done,
10672.419783000001,192414.02,297617.357,done,
10672.419783000001,172913.37999999998,298728.37199999933,done,
10672.419783000001,191695.54,298200.86300000525,done,
10672.419783000001,185902.04,530298.2500000013,done,
10822.664358999999,164216.55000000002,381203.0729999947,done,
10822.664358999999,218224.4,380221.7309999989,done,
10822.664358999999,179626.74000000002,380872.73400000046,done,
10822.664358999999,165733.46000000002,381341.05200000334,done,
10822.664358999999,164470.0,381848.33500000084,done,
10939.429187000005,160220.44,265755.59199999785,done,
10939.429187000005,164603.23,265590.7550000052,done,
10939.429187000005,166425.18999999997,265546.56100000074,done,
10939.429187000005,168178.76,460672.5900000015,done,
10939.429187000005,184698.75999999998,460785.70200000255,done,
11143.062756000003,173303.0,257553.0899999947,done,
11143.062756000003,160956.02,258823.10499999762,done,
11143.062756000003,165502.15,258464.4539999985,done,
11143.062756000003,166562.38,258216.6540000017,done,
11143.062756000003,178088.99,257586.46300000267,done,
11403.036280000004,165837.8,182218.1200000017,done,
11403.036280000004,160573.4,410210.68999999954,done,
11403.036280000004,164971.37,410166.37499999575,done,
11403.036280000004,216586.14,409121.24799999816,done,
11403.036280000004,179068.68,409707.5899999965,done,
11553.769518999998,182065.81,259590.55699999566,done,
11553.769518999998,167652.07,260094.89799999841,done,
11553.769518999998,205400.1,259345.94199999594,done,
11553.769518999998,189297.12,259780.01900000437,done,
11553.769518999998,163742.58000000002,260885.9850000016,done,
12135.885764000002,192391.16999999998,227602.38100000407,done,
12135.885764000002,213161.6,227619.7149999959,done,
12135.885764000002,169838.53,415296.9300000038,done,
12135.885764000002,180964.22,415311.17499999935,done,
12135.885764000002,165013.26,416188.5649999988,done,
12749.226752999999,174005.33,189567.86100000044,done,
