JobId,Length,LengthP99,Admitted,Deadline,Started,Finished,State,Latency
0,195.35834164177908,236.7547607421875,172.8079685746703,646.3079685746703,180.99100499999983,403.90538399999866,done,222.9143789999988
1,190.8271665320088,236.7547607421875,172.8079685746703,646.3079685746703,180.99100499999983,604.206890000001,done,423.21588500000115
2,187.69896243810595,236.7547607421875,172.8079685746703,646.3079685746703,180.99100499999983,604.0858279999994,done,423.0948229999996
3,165.01408822892554,236.7547607421875,172.8079685746703,646.3079685746703,180.99100499999983,808.3548969999981,past_due,627.3638919999983
4,202.08198535452837,236.7547607421875,172.8079685746703,646.3079685746703,180.99100499999983,808.9155830000017,past_due,627.9245780000018
5,168.55769024471817,236.7547607421875,250.04414161774463,723.5441416177446,258.7548590000006,1000.5260469999984,past_due,741.7711879999978
6,182.0397059376499,236.7547607421875,250.04414161774463,723.5441416177446,258.7548590000006,1001.127586,past_due,742.3727269999994
7,185.22774478466528,236.7547607421875,250.04414161774463,723.5441416177446,258.7548590000006,1226.7901900000002,past_due,968.0353309999995
8,190.6673472958246,236.7547607421875,250.04414161774463,723.5441416177446,258.7548590000006,1226.8961630000003,past_due,968.1413039999996
9,217.26537838756764,236.7547607421875,250.04414161774463,723.5441416177446,258.7548590000006,1227.4014069999994,past_due,968.6465479999988
10,174.52716159388982,236.7547607421875,482.66535360677767,956.1653536067776,495.0652169999994,1458.030764999999,past_due,962.9655479999996
11,168.23313810569573,236.7547607421875,482.66535360677767,956.1653536067776,495.0652169999994,1457.5683440000012,past_due,962.5031270000017
12,220.74384801558327,236.7547607421875,482.66535360677767,956.1653536067776,495.0652169999994,1459.2021870000012,past_due,964.136970000002
13,192.26938956455712,236.7547607421875,482.66535360677767,956.1653536067776,495.0652169999994,1659.6602480000006,past_due,1164.5950310000012
14,165.7099386023122,236.7547607421875,482.66535360677767,956.1653536067776,495.0652169999994,1659.2956939999997,past_due,1164.2304770000003
15,162.39887874268757,236.7547607421875,1645.4466911942764,2118.9466911942764,1660.5042479999977,1834.6590569999985,done,174.1548090000009
