Timestamp,LengthUS,LatencyUS,State,EName
180.34675899999638,190827.16,201199.6069999995,done,
180.34675899999638,187698.96,398487.5330000008,done,
180.34675899999638,165014.08000000002,399631.19699999795,done,
180.34675899999638,195358.34,620238.1139999992,done,
180.34675899999638,202081.99,620378.1710000023,done,
260.85138799999913,217265.38,767408.9589999972,done,
260.85138799999913,185227.74000000002,767918.551000001,done,
260.85138799999913,182039.7,961475.8819999985,done,
260.85138799999913,168557.7,962243.1240000004,done,
260.85138799999913,190667.34,961659.6599999988,done,
496.9535050000013,220743.85,958085.233000002,done,
496.9535050000013,192269.4,958775.9339999984,done,
496.9535050000013,165709.94999999998,961017.064,done,
496.9535050000013,174527.16,1136217.9120000028,done,
496.9535050000013,168233.13999999998,1137328.1850000012,done,
1664.2172139999966,162398.88,174218.43900000057,done,
1664.2172139999966,166827.27,352708.75699999847,done,
1664.2172139999966,172113.48,352719.84799999953,done,
1664.2172139999966,163619.38,353664.58800000086,done,
1689.140572999997,182720.30000000002,554469.7119999995,done,
1664.2172139999966,222710.82,579125.1639999971,done,
1689.140572999997,193213.12,554702.885000001,done,
1689.140572999997,166896.36,556106.892999999,done,
1689.140572999997,167606.4,743258.211999997,done,
1689.140572999997,176456.3,743532.6750000009,done,
1698.0769440000004,163091.31,735462.3290000006,done,
1698.0769440000004,182764.19999999998,734049.473999999,done,
1802.9690109999974,167593.88999999998,861557.8159999977,done,
1698.0769440000004,224172.23,964722.0249999968,done,
1698.0769440000004,170799.01,965771.077000003,done,
1698.0769440000004,166847.72,966453.2389999998,done,
1802.9690109999974,166831.4,1047815.8389999983,done,
1802.9690109999974,179075.09,1047331.4419999972,done,
1802.9690109999974,179553.97,1047469.5750000009,done,
1802.9690109999974,183812.09999999998,1047462.1420000006,done,
1948.3723989999999,163733.41,1111109.644999999,done,
1948.3723989999999,167620.35,1110829.6890000026,done,
1948.3723989999999,202908.52000000002,1110318.2569999995,done,
1948.3723989999999,168781.81,1110618.1910000003,done,
1948.3723989999999,167940.23,1312411.334,done,
2285.411309999996,193859.09,974983.0069999987,done,
2285.411309999996,174844.92,975892.567999999,done,
2285.411309999996,188789.66,975683.2399999986,done,
2285.411309999996,166228.15,976875.8220000003,done,
2670.8462279999985,166817.6,786261.9070000001,done,
2670.8462279999985,169146.15,785881.658000001,done,
2285.411309999996,173653.81,1172203.8159999996,done,
2670.8462279999985,167486.15000000002,786419.1530000006,done,
2670.8462279999985,187123.95,785775.0940000017,done,
2701.421397999995,198889.90000000002,956237.3390000012,done,
2670.8462279999985,162629.76,989041.0679999988,done,
2701.421397999995,193611.07,957462.4070000013,done,
2701.421397999995,181278.61,957892.6870000011,done,
2701.421397999995,172840.56,958331.1610000003,done,
3104.5760079999964,171364.1,747015.5100000007,done,
3104.5760079999964,177157.90000000002,746951.6330000019,done,
3104.5760079999964,160903.08,748298.9599999996,done,
3104.5760079999964,181342.88,747068.6480000026,done,
2701.421397999995,165548.81,1151859.753,done,
3682.9767139999967,182308.84,368089.4740000014,done,
3682.9767139999967,160910.75,369508.0969999971,done,
3104.5760079999964,170771.07,947695.2650000001,done,
3682.9767139999967,176899.77,369041.5619999996,done,
3682.9767139999967,164459.47,369518.37999999884,done,
3682.9767139999967,222415.71,592617.8540000002,done,
3696.8656489999994,187083.5,577228.3219999998,done,
3696.8656489999994,162067.44,579566.039000003,done,
3696.8656489999994,163537.58,578917.0410000004,done,
3696.8656489999994,185284.41,578352.615,done,
3696.8656489999994,160700.07,581045.6849999995,done,
3947.5381769999985,209412.80000000002,547176.659999998,done,
3947.5381769999985,172064.96000000002,550595.4809999984,done,
3947.5381769999985,205112.59999999998,549053.414999996,done,
3947.5381769999985,181235.02,550472.9349999984,done,
3947.5381769999985,196827.59,550237.0829999989,done,
4962.611929999999,162220.34,178441.44200000045,done,
4962.611929999999,169475.54,178066.9040000049,done,
4962.611929999999,170660.11000000002,371625.8979999978,done,
4962.611929999999,174651.58,370883.61700000404,done,
4962.611929999999,185097.0,370298.1790000024,done,
6674.2222829999955,230364.4,244250.71499999973,done,
6674.2222829999955,161833.57,485294.47599999997,done,
6674.2222829999955,184974.63999999998,484652.0679999955,done,
6674.2222829999955,176844.06000000003,485310.82899999944,done,
6674.2222829999955,161828.31999999998,486388.919999996,done,
6711.8105679999935,229938.22,445622.28899999923,done,
6711.8105679999935,200334.27,448149.38100000034,done,
6711.8105679999935,205176.24000000002,447475.3309999997,done,
6711.8105679999935,209104.35,657612.5579999967,done,
6711.8105679999935,167316.1,660037.3160000003,done,
7636.414279999997,173505.81,179763.6880000013,done,
