JobId,Admitted,Deadline,Started,Finished,State,Latency
0,3456.1593714934056,8456.159371493406,3462.849250972271,8467.604542943649,past_due,
1,3456.1593714934056,8456.159371493406,3462.849250972271,8467.105976982042,past_due,
2,5000.882832354892,10000.882832354891,5009.602779984474,10016.831760989502,past_due,
3,5000.882832354892,10000.882832354891,5009.602779984474,10015.874774016906,past_due,
4,9653.307072135554,14653.307072135554,9663.269841969011,12270.786129969636,done,2607.5162880006246
5,9653.307072135554,14653.307072135554,9663.269841969011,13673.570330005603,done,4010.300488036592
6,32908.93382388553,37908.93382388553,32928.82124298811,34971.043157964945,done,2042.2219149768357
7,32908.93382388553,37908.93382388553,32928.82124298811,36801.133315012325,done,3872.312072024215
8,33379.11013955462,38379.11013955462,33400.484843969345,38212.782744933385,done,4812.29790096404
9,33379.11013955462,38379.11013955462,33400.484843969345,38403.22603998752,past_due,
10,33541.83485170684,38541.83485170684,33564.58848100901,38567.800136022735,past_due,
11,33541.83485170684,38541.83485170684,33564.58848100901,38567.32629696652,past_due,
12,35627.6456183489,40627.6456183489,35651.31278896332,40653.40737598343,past_due,
13,35627.6456183489,40627.6456183489,35651.31278896332,40652.79214993678,past_due,
14,38484.16676137883,43484.16676137883,38509.63775897026,43512.119374956004,past_due,
15,38484.16676137883,43484.16676137883,38509.63775897026,43511.430754986126,past_due,
16,45142.34387097714,50142.34387097714,45170.26931399107,46306.2090809932,done,1135.939767002128
17,45142.34387097714,50142.34387097714,45170.26931399107,47725.84713898925,done,2555.5778249981813
18,52843.7226176577,57843.7226176577,52872.48143595457,57201.55322698224,done,4329.071791027673
19,52843.7226176577,57843.7226176577,52872.48143595457,57876.24136097543,past_due,
20,53445.93490699819,58445.93490699819,53475.94779098034,58478.47804400697,past_due,
21,53445.93490699819,58445.93490699819,53475.94779098034,58479.45151597122,past_due,
22,61422.36522089732,66422.36522089732,61455.96070897579,63073.74253800651,done,1617.7818290307189
23,61422.36522089732,66422.36522089732,61455.96070897579,64176.81643298408,done,2720.855724008288
24,72922.17407959576,77922.17407959576,72959.97131496668,74315.49618297257,done,1355.524868005887
25,72922.17407959576,77922.17407959576,72959.97131496668,74738.80802499596,done,1778.8367100292817
26,73165.83992702192,78165.83992702192,73205.23743200302,76259.80851999903,done,3054.5710879960097
27,73165.83992702192,78165.83992702192,73205.23743200302,77986.30920899287,done,4781.071776989847
28,78170.7386963072,83170.7386963072,78210.80730694532,79817.85210194951,done,1607.0447950041853
29,78170.7386963072,83170.7386963072,78210.80730694532,81069.58061493654,done,2858.773307991214
30,98379.10453739058,103379.10453739058,98432.15519297124,100061.65119792755,done,1629.4960049563088
31,98379.10453739058,103379.10453739058,98432.15519297124,101656.09502998601,done,3223.9398370147683
32,132591.25300778737,137591.25300778737,132647.38104701042,134740.5604009889,done,2093.179353978485
33,132591.25300778737,137591.25300778737,132647.38104701042,137651.18485001381,past_due,
34,133261.14589718106,138261.14589718106,133318.95249199867,138322.2958880039,past_due,
