,JobId,Length,LengthP99,Admitted,Deadline,Started,Finished,State,Latency
0,0,101.21500498506744,0.575653076171875,86.40398428733515,206.4039842873352,86.40398428733515,191.65317550005216,done,105.24919121271701
1,1,98.49629991920528,0.575653076171875,86.40398428733515,206.4039842873352,86.40398428733515,191.65317550005216,done,105.24919121271701
2,2,96.61937746286355,0.575653076171875,86.40398428733515,206.4039842873352,86.40398428733515,191.65317550005216,done,105.24919121271701
3,3,83.00845293735533,0.575653076171875,86.40398428733515,206.4039842873352,86.40398428733515,191.65317550005216,done,105.24919121271701
4,4,105.249191212717,0.575653076171875,86.40398428733515,206.4039842873352,86.40398428733515,191.65317550005216,done,105.24919121271701
5,10,88.71629695633389,0.575653076171875,241.33267680338884,361.3326768033888,,,past_due,
6,11,84.93988286341744,0.575653076171875,241.33267680338884,361.3326768033888,,,past_due,
7,12,116.44630880935,0.575653076171875,241.33267680338884,361.3326768033888,,,past_due,
8,13,99.36163373873428,0.575653076171875,241.33267680338884,361.3326768033888,,,past_due,
9,14,83.42596316138733,0.575653076171875,241.33267680338884,361.3326768033888,,,past_due,
10,5,85.1346141468309,0.575653076171875,125.02207080887231,245.02207080887231,191.65317550005216,306.0124025325928,past_due,
11,6,93.22382356258991,0.575653076171875,125.02207080887231,245.02207080887231,191.65317550005216,306.0124025325928,past_due,
12,7,95.13664687079915,0.575653076171875,125.02207080887231,245.02207080887231,191.65317550005216,306.0124025325928,past_due,
13,8,98.40040837749476,0.575653076171875,125.02207080887231,245.02207080887231,191.65317550005216,306.0124025325928,past_due,
14,9,114.3592270325406,0.575653076171875,125.02207080887231,245.02207080887231,191.65317550005216,306.0124025325928,past_due,
15,15,81.43932724561253,0.575653076171875,822.7233455971382,942.7233455971382,822.7233455971382,940.349838757676,done,117.62649316053785
16,16,87.26808398542639,0.575653076171875,822.7233455971382,942.7233455971382,822.7233455971382,940.349838757676,done,117.62649316053785
17,17,84.09636526528182,0.575653076171875,822.7233455971382,942.7233455971382,822.7233455971382,940.349838757676,done,117.62649316053785
18,18,117.62649316053783,0.575653076171875,822.7233455971382,942.7233455971382,822.7233455971382,940.349838757676,done,117.62649316053785
19,19,82.17163518521565,0.575653076171875,822.7233455971382,942.7233455971382,822.7233455971382,940.349838757676,done,117.62649316053785
20,30,94.28726353972634,0.575653076171875,890.6911404587225,1010.6911404587224,,,past_due,
21,31,84.55632817565872,0.575653076171875,890.6911404587225,1010.6911404587224,,,past_due,
22,32,91.44505096380004,0.575653076171875,890.6911404587225,1010.6911404587224,,,past_due,
23,33,91.73238460622308,0.575653076171875,890.6911404587225,1010.6911404587224,,,past_due,
24,34,84.0988426787422,0.575653076171875,890.6911404587225,1010.6911404587224,,,past_due,
25,20,93.63218724814487,0.575653076171875,834.4777534888656,954.4777534888656,940.349838757676,1058.8531780900453,past_due,
26,21,99.92786793216528,0.575653076171875,834.4777534888656,954.4777534888656,940.349838757676,1058.8531780900453,past_due,
27,22,84.13781829487537,0.575653076171875,834.4777534888656,954.4777534888656,940.349838757676,1058.8531780900453,past_due,
28,23,84.56384079758446,0.575653076171875,834.4777534888656,954.4777534888656,940.349838757676,1058.8531780900453,past_due,
29,24,89.8737776877921,0.575653076171875,834.4777534888656,954.4777534888656,940.349838757676,1058.8531780900453,past_due,
30,25,118.50333933236917,0.575653076171875,838.545871292671,958.545871292671,940.349838757676,1058.8531780900453,past_due,
31,26,84.10863285395584,0.575653076171875,838.545871292671,958.545871292671,940.349838757676,1058.8531780900453,past_due,
32,27,86.47940489249562,0.575653076171875,838.545871292671,958.545871292671,940.349838757676,1058.8531780900453,past_due,
33,28,93.65852351435004,0.575653076171875,838.545871292671,958.545871292671,940.349838757676,1058.8531780900453,past_due,
34,29,81.85478319796725,0.575653076171875,838.545871292671,958.545871292671,940.349838757676,1058.8531780900453,past_due,
35,35,105.74511485201452,0.575653076171875,962.1041690344708,1082.104169034471,1058.8531780900453,1164.5982929420595,past_due,
36,36,84.57220864786747,0.575653076171875,962.1041690344708,1082.104169034471,1058.8531780900453,1164.5982929420595,past_due,
37,37,85.26908877069512,0.575653076171875,962.1041690344708,1082.104169034471,1058.8531780900453,1164.5982929420595,past_due,
38,38,82.24005001693938,0.575653076171875,962.1041690344708,1082.104169034471,1058.8531780900453,1164.5982929420595,past_due,
39,39,84.76414327636381,0.575653076171875,962.1041690344708,1082.104169034471,1058.8531780900453,1164.5982929420595,past_due,
40,40,97.27379307846996,0.575653076171875,1128.558596774429,1248.558596774429,1164.5982929420595,1264.913743022095,past_due,
41,41,83.73689234852817,0.575653076171875,1128.558596774429,1248.558596774429,1164.5982929420595,1264.913743022095,past_due,
42,42,88.90695187596252,0.575653076171875,1128.558596774429,1248.558596774429,1164.5982929420595,1264.913743022095,past_due,
43,43,88.19228390335056,0.575653076171875,1128.558596774429,1248.558596774429,1164.5982929420595,1264.913743022095,past_due,
44,44,100.31545008003545,0.575653076171875,1128.558596774429,1248.558596774429,1164.5982929420595,1264.913743022095,past_due,
45,45,81.57786018312443,0.575653076171875,1321.0930654414426,1441.0930654414426,1321.0930654414426,1417.3674367887795,done,96.27437134733691
46,46,96.2743713473369,0.575653076171875,1321.0930654414426,1441.0930654414426,1321.0930654414426,1417.3674367887795,done,96.27437134733691
47,47,84.49169059696037,0.575653076171875,1321.0930654414426,1441.0930654414426,1321.0930654414426,1417.3674367887795,done,96.27437134733691
48,48,84.09056181175842,0.575653076171875,1321.0930654414426,1441.0930654414426,1321.0930654414426,1417.3674367887795,done,96.27437134733691
49,49,85.48768726690204,0.575653076171875,1321.0930654414426,1441.0930654414426,1321.0930654414426,1417.3674367887795,done,96.27437134733691
50,50,83.32928785107961,0.575653076171875,1336.1483726749548,1456.1483726749548,1417.3674367887795,1520.701372222953,past_due,
51,51,92.76716271035414,0.575653076171875,1336.1483726749548,1456.1483726749548,1417.3674367887795,1520.701372222953,past_due,
52,52,87.70433234839668,0.575653076171875,1336.1483726749548,1456.1483726749548,1417.3674367887795,1520.701372222953,past_due,
53,53,100.16664175704636,0.575653076171875,1336.1483726749548,1456.1483726749548,1417.3674367887795,1520.701372222953,past_due,
54,54,103.33393543417344,0.575653076171875,1336.1483726749548,1456.1483726749548,1417.3674367887795,1520.701372222953,past_due,
55,55,86.46264363314299,0.575653076171875,1535.5591305224332,1655.5591305224332,1535.5591305224332,1628.364855517834,done,92.80572499540085
56,56,80.54184370065505,0.575653076171875,1535.5591305224332,1655.5591305224332,1535.5591305224332,1628.364855517834,done,92.80572499540085
57,57,92.80572499540082,0.575653076171875,1535.5591305224332,1655.5591305224332,1535.5591305224332,1628.364855517834,done,92.80572499540085
