JobId,Admitted,Deadline,Started,Finished,State,Latency
0,6912.318742986811,11912.318742986812,6922.582180976868,9870.729712983128,done,2948.14753200626
1,6912.318742986811,11912.318742986812,6922.582180976868,10991.231580012944,done,4068.649399036076
2,6912.318742986811,11912.318742986812,6922.582180976868,11928.453412993811,past_due,
3,6912.318742986811,11912.318742986812,6922.582180976868,11928.339405955747,past_due,
4,10001.765664709785,15001.765664709785,10012.55028295517,15015.89152294863,past_due,
5,10001.765664709785,15001.765664709785,10012.55028295517,15016.866671992,past_due,
6,10001.765664709785,15001.765664709785,10012.55028295517,15016.614235960413,past_due,
7,10001.765664709785,15001.765664709785,10012.55028295517,15016.528379951604,past_due,
8,19306.61414427111,24306.61414427111,19320.96467399597,24324.48060495872,past_due,
9,19306.61414427111,24306.61414427111,19320.96467399597,24323.85149702523,past_due,
10,19306.61414427111,24306.61414427111,19320.96467399597,24323.646725966595,past_due,
11,19306.61414427111,24306.61414427111,19320.96467399597,24323.294183002785,past_due,
12,65817.86764777105,70817.86764777105,65857.21492898464,70150.13933196478,done,4292.924402980134
13,65817.86764777105,70817.86764777105,65857.21492898464,70863.26237701159,past_due,
14,65817.86764777105,70817.86764777105,65857.21492898464,70863.27039796906,past_due,
15,65817.86764777105,70817.86764777105,65857.21492898464,70863.04962399462,past_due,
16,66758.22027910924,71758.22027910924,66799.58514499664,71805.34594800044,past_due,
17,66758.22027910924,71758.22027910924,66799.58514499664,71805.16435296228,past_due,
18,66758.22027910924,71758.22027910924,66799.58514499664,71804.87164101284,past_due,
19,66758.22027910924,71758.22027910924,66799.58514499664,71804.61422304576,past_due,
20,67083.66970341367,72083.66970341367,67126.09867793322,72132.1089278888,past_due,
21,67083.66970341367,72083.66970341367,67126.09867793322,72168.45475993864,past_due,
22,67083.66970341367,72083.66970341367,67126.09867793322,72169.34058088623,past_due,
23,67083.66970341367,72083.66970341367,67126.09867793322,72168.71650890494,past_due,
24,71255.2912366978,76255.2912366978,71298.92564499378,75626.24924197653,done,4327.323596982751
25,71255.2912366978,76255.2912366978,71298.92564499378,76301.53430298297,past_due,
26,71255.2912366978,76255.2912366978,71298.92564499378,76301.12042398751,past_due,
27,71255.2912366978,76255.2912366978,71298.92564499378,76300.83307098458,past_due,
28,76968.33352275766,81968.33352275766,77014.32011896372,78156.57244695444,done,1142.2523279907182
29,76968.33352275766,81968.33352275766,77014.32011896372,79977.32270098617,done,2963.0025820224546
30,76968.33352275766,81968.33352275766,77014.32011896372,81310.02352296468,done,4295.70340400096
31,76968.33352275766,81968.33352275766,77014.32011896372,82015.77482695552,past_due,
32,90284.68774195429,95284.68774195429,90334.81713795662,92445.79112597601,done,2110.973988019396
33,90284.68774195429,95284.68774195429,90334.81713795662,94373.60858100327,done,4038.791443046648
34,90284.68774195429,95284.68774195429,90334.81713795662,95340.52240898926,past_due,
35,90284.68774195429,95284.68774195429,90334.81713795662,95340.42101496924,past_due,
36,105687.4452353154,110687.4452353154,105744.1119069457,107796.68697491195,done,2052.575067966245
37,105687.4452353154,110687.4452353154,105744.1119069457,108638.30157890823,done,2894.189671962522
38,105687.4452353154,110687.4452353154,105744.1119069457,109431.29692992568,done,3687.185022979975
39,105687.4452353154,110687.4452353154,105744.1119069457,110420.59378998727,done,4676.481883041561
40,106891.86981399638,111891.86981399638,106950.56778496504,111956.10783192236,past_due,
41,106891.86981399638,111891.86981399638,106950.56778496504,111954.99387099547,past_due,
42,106891.86981399638,111891.86981399638,106950.56778496504,111956.25758492528,past_due,
43,106891.86981399638,111891.86981399638,106950.56778496504,111955.99940496171,past_due,
44,122844.73044179464,127844.73044179464,122909.8783159852,124673.43209299631,done,1763.5537770111114
45,122844.73044179464,127844.73044179464,122909.8783159852,127319.71801898815,done,4409.839703002945
46,122844.73044179464,127844.73044179464,122909.8783159852,127915.31558998302,past_due,
47,122844.73044179464,127844.73044179464,122909.8783159852,127915.17977602687,past_due,
48,145844.34815919152,150844.34815919152,145915.41032093763,147885.8138129227,done,1970.4034919850528
49,145844.34815919152,150844.34815919152,145915.41032093763,150192.356618959,done,4276.9462980213575
50,145844.34815919152,150844.34815919152,145915.41032093763,150921.13746594358,past_due,
51,145844.34815919152,150844.34815919152,145915.41032093763,150921.0563969328,past_due,
52,146331.67985404385,151331.67985404385,146403.99515599012,151409.2343330197,past_due,
53,146331.67985404385,151331.67985404385,146403.99515599012,151408.90900498955,past_due,
54,146331.67985404385,151331.67985404385,146403.99515599012,151408.69700995274,past_due,
55,146331.67985404385,151331.67985404385,146403.99515599012,151408.61169195734,past_due,
56,156341.4773926144,161341.4773926144,156414.70341795683,157668.44253694033,done,1253.7391189835034
57,156341.4773926144,161341.4773926144,156414.70341795683,159618.1240789392,done,3203.420660982374
58,156341.4773926144,161341.4773926144,156414.70341795683,161163.60099594202,done,4748.89757798519
59,156341.4773926144,161341.4773926144,156414.70341795683,161420.01451293798,past_due,
60,196758.2090747812,201758.2090747812,196850.6695100069,198605.46471805638,done,1754.7952080494724
61,196758.2090747812,201758.2090747812,196850.6695100069,200679.3267890308,done,3828.6572790239006
62,196758.2090747812,201758.2090747812,196850.6695100069,201856.55487600807,past_due,
63,196758.2090747812,201758.2090747812,196850.6695100069,201856.45388798648,past_due,
64,265182.50601557473,270182.50601557473,265314.8529509306,266702.56095392304,done,1387.70800299244
65,265182.50601557473,270182.50601557473,265314.8529509306,268429.1893269508,done,3114.336376020219
66,265182.50601557473,270182.50601557473,265314.8529509306,269153.44180196896,done,3838.588851038367
67,265182.50601557473,270182.50601557473,265314.8529509306,269778.4924339028,done,4463.639482972212
68,266522.2917943621,271522.2917943621,266656.629259944,270291.1789479098,done,3634.549687965773
69,266522.2917943621,271522.2917943621,266656.629259944,271661.1453719801,past_due,
70,266522.2917943621,271522.2917943621,266656.629259944,271662.28189891117,past_due,
71,266522.2917943621,271522.2917943621,266656.629259944,271661.5186239491,past_due,
72,303364.6752231051,308364.6752231051,303520.4702529907,307463.59355500573,done,3943.12330201501
