JobId,Length,LengthP99,Admitted,Deadline,Started,Finished,State
0,105.60750249253373,2.3025665283203125,34.561593714934055,234.56159371493405,34.561593714934055,140.1690962074678,done
1,104.24814995960264,2.3025665283203125,34.561593714934055,234.56159371493405,34.561593714934055,140.1690962074678,done
2,103.30968873143179,2.3025665283203125,50.00882832354892,250.00882832354893,140.1690962074678,247.79369181382629,done
3,96.50422646867767,2.3025665283203125,50.00882832354892,250.00882832354893,140.1690962074678,247.79369181382629,done
4,107.62459560635851,2.3025665283203125,96.53307072135553,296.53307072135556,140.1690962074678,247.79369181382629,done
5,97.56730707341545,2.3025665283203125,96.53307072135553,296.53307072135556,140.1690962074678,247.79369181382629,done
6,101.61191178129496,2.3025665283203125,329.08933823885525,529.0893382388552,329.08933823885525,431.6576616742548,done
7,102.56832343539959,2.3025665283203125,329.08933823885525,529.0893382388552,329.08933823885525,431.6576616742548,done
16,98.6340419927132,2.3025665283203125,451.42343870977146,651.4234387097715,,,past_due
17,97.04818263264092,2.3025665283203125,451.42343870977146,651.4234387097715,,,past_due
18,113.81324658026892,2.3025665283203125,528.437226176577,728.437226176577,,,past_due
19,96.08581759260782,2.3025665283203125,528.437226176577,728.437226176577,,,past_due
8,104.20020418874738,2.3025665283203125,333.7911013955462,533.7911013955462,431.6576616742548,544.8808160789298,done
9,112.1796135162703,2.3025665283203125,333.7911013955462,533.7911013955462,431.6576616742548,544.8808160789298,done
10,99.35814847816694,2.3025665283203125,335.41834851706835,535.4183485170684,431.6576616742548,544.8808160789298,done
11,97.46994143170872,2.3025665283203125,335.41834851706835,535.4183485170684,431.6576616742548,544.8808160789298,done
12,113.223154404675,2.3025665283203125,356.27645618348896,556.276456183489,431.6576616742548,544.8808160789298,done
13,104.68081686936713,2.3025665283203125,356.27645618348896,556.276456183489,431.6576616742548,544.8808160789298,done
14,96.71298158069366,2.3025665283203125,384.8416676137883,584.8416676137883,431.6576616742548,544.8808160789298,done
15,95.71966362280627,2.3025665283203125,384.8416676137883,584.8416676137883,431.6576616742548,544.8808160789298,done
20,101.81609362407244,2.3025665283203125,534.459349069982,734.459349069982,544.8808160789298,649.8447500450125,done
21,104.96393396608264,2.3025665283203125,534.459349069982,734.459349069982,544.8808160789298,649.8447500450125,done
24,99.93688884389604,2.3025665283203125,729.2217407959577,929.2217407959577,,,past_due
25,114.25166966618458,2.3025665283203125,729.2217407959577,929.2217407959577,,,past_due
26,97.05431642697792,2.3025665283203125,731.6583992702192,931.6583992702192,,,past_due
27,98.23970244624782,2.3025665283203125,731.6583992702192,931.6583992702192,,,past_due
22,97.06890914743768,2.3025665283203125,614.2236522089732,814.2236522089732,649.8447500450125,747.1266704438046,done
23,97.28192039879222,2.3025665283203125,614.2236522089732,814.2236522089732,649.8447500450125,747.1266704438046,done
28,101.82926175717502,2.3025665283203125,781.707386963072,981.707386963072,781.707386963072,883.5366487202471,done
29,95.92739159898362,2.3025665283203125,781.707386963072,981.707386963072,781.707386963072,883.5366487202471,done
30,102.14363176986316,2.3025665283203125,983.7910453739057,1183.7910453739057,983.7910453739057,1085.9346771437688,done
31,97.27816408782937,2.3025665283203125,983.7910453739057,1183.7910453739057,983.7910453739057,1085.9346771437688,done
