JobId,Length,LengthP99,Admitted,Deadline,Started,Finished,State
0,35.45800598208095,3.0701446533203125,13.824637485973623,213.82463748597362,13.824637485973623,49.28264346805457,done
1,32.19555990304635,3.0701446533203125,13.824637485973623,213.82463748597362,13.824637485973623,49.28264346805457,done
2,29.943252955436286,3.0701446533203125,20.00353132941957,220.00353132941956,49.28264346805457,89.58167292331498,done
3,13.610143524826398,3.0701446533203125,20.00353132941957,220.00353132941956,49.28264346805457,89.58167292331498,done
4,40.29902945526042,3.0701446533203125,38.61322828854222,238.61322828854222,49.28264346805457,89.58167292331498,done
5,16.161536976197084,3.0701446533203125,38.61322828854222,238.61322828854222,49.28264346805457,89.58167292331498,done
6,25.868588275107918,3.0701446533203125,131.6357352955421,331.6357352955421,131.6357352955421,159.7997115405011,done
7,28.163976244959006,3.0701446533203125,131.6357352955421,331.6357352955421,131.6357352955421,159.7997115405011,done
8,32.080490052993724,3.0701446533203125,133.51644055821848,333.5164405582185,159.7997115405011,211.03078397954982,done
9,51.2310724390487,3.0701446533203125,133.51644055821848,333.5164405582185,159.7997115405011,211.03078397954982,done
10,20.459556347600667,3.0701446533203125,134.16733940682735,334.16733940682735,159.7997115405011,211.03078397954982,done
11,15.927859436100924,3.0701446533203125,134.16733940682735,334.16733940682735,159.7997115405011,211.03078397954982,done
16,18.721700782511657,3.0701446533203125,180.56937548390857,380.5693754839086,,,past_due
17,14.915638318338184,3.0701446533203125,180.56937548390857,380.5693754839086,,,past_due
18,55.151791792645405,3.0701446533203125,211.37489047063082,411.3748904706308,,,past_due
19,12.605962222258775,3.0701446533203125,211.37489047063082,411.3748904706308,,,past_due
20,26.358624697773863,3.0701446533203125,213.78373962799276,413.78373962799276,,,past_due
21,33.91344151859835,3.0701446533203125,213.78373962799276,413.78373962799276,,,past_due
12,53.73557057122,3.0701446533203125,142.5105824733956,342.51058247339563,211.03078397954982,264.76635455076985,done
13,33.233960486481124,3.0701446533203125,142.5105824733956,342.51058247339563,211.03078397954982,264.76635455076985,done
14,14.111155793664796,3.0701446533203125,153.93666704551532,353.9366670455153,211.03078397954982,264.76635455076985,done
15,11.727192694735045,3.0701446533203125,153.93666704551532,353.9366670455153,211.03078397954982,264.76635455076985,done
22,14.965381953850443,3.0701446533203125,245.6894608835893,445.6894608835893,264.76635455076985,280.2429635078712,done
23,15.47660895710135,3.0701446533203125,245.6894608835893,445.6894608835893,264.76635455076985,280.2429635078712,done
26,14.930359424747001,3.0701446533203125,292.6633597080877,492.6633597080877,,,past_due
27,17.775285870994757,3.0701446533203125,292.6633597080877,492.6633597080877,,,past_due
28,26.39022821722006,3.0701446533203125,312.6829547852288,512.6829547852287,,,past_due
29,12.225739837560699,3.0701446533203125,312.6829547852288,512.6829547852287,,,past_due
24,21.848533225350515,3.0701446533203125,291.68869631838305,491.68869631838305,291.68869631838305,347.89270351722604,done
25,56.204007198842994,3.0701446533203125,291.68869631838305,491.68869631838305,291.68869631838305,347.89270351722604,done
30,27.14471624767161,3.0701446533203125,393.51641814956224,593.5164181495622,393.51641814956224,420.66113439723387,done
31,15.467593810790465,3.0701446533203125,393.51641814956224,593.5164181495622,393.51641814956224,420.66113439723387,done
32,23.73406115656003,3.0701446533203125,530.3650120311495,730.3650120311495,530.3650120311495,554.4438735586172,done
33,24.078861527467716,3.0701446533203125,530.3650120311495,730.3650120311495,530.3650120311495,554.4438735586172,done
34,14.918611214490637,3.0701446533203125,533.0445835887243,733.0445835887243,554.4438735586172,595.3380113810346,done
35,40.89413782241742,3.0701446533203125,533.0445835887243,733.0445835887243,554.4438735586172,595.3380113810346,done
36,15.48665037744097,3.0701446533203125,606.7293504462102,806.7293504462102,606.7293504462102,623.0522569710444,done
37,16.322906524834153,3.0701446533203125,606.7293504462102,806.7293504462102,606.7293504462102,623.0522569710444,done
38,12.688060020327256,3.0701446533203125,611.1593456082877,811.1593456082877,623.0522569710444,638.7692289026809,done
39,15.716971931636579,3.0701446533203125,611.1593456082877,811.1593456082877,623.0522569710444,638.7692289026809,done
40,30.728551694163958,3.0701446533203125,675.2541828985978,875.2541828985978,675.2541828985978,705.9827345927617,done
41,14.48427081823381,3.0701446533203125,675.2541828985978,875.2541828985978,675.2541828985978,705.9827345927617,done
46,29.52924561680427,3.0701446533203125,711.6807748290813,911.6807748290813,,,past_due
47,15.390028716352438,3.0701446533203125,711.6807748290813,911.6807748290813,,,past_due
42,20.68834225115502,3.0701446533203125,692.7623677671878,892.7623677671878,705.9827345927617,740.3612746888043,done
43,19.830740684020675,3.0701446533203125,692.7623677671878,892.7623677671878,705.9827345927617,740.3612746888043,done
44,34.37854009604252,3.0701446533203125,697.1324768061947,897.1324768061947,705.9827345927617,740.3612746888043,done
45,11.893432219749322,3.0701446533203125,697.1324768061947,897.1324768061947,705.9827345927617,740.3612746888043,done
48,14.908674174110102,3.0701446533203125,786.6179529867375,986.6179529867375,786.6179529867375,803.2031777070199,done
49,16.585224720282454,3.0701446533203125,786.6179529867375,986.6179529867375,786.6179529867375,803.2031777070199,done
50,13.995145421295542,3.0701446533203125,807.3472291074988,1007.3472291074988,807.3472291074988,832.6678243599238,done
51,25.320595252424965,3.0701446533203125,807.3472291074988,1007.3472291074988,807.3472291074988,832.6678243599238,done
